protid,DEFLINE,NN1,NN2,NN3,ON1,ON2,ON3,NO1,NO2,NO3,OO1,OO2,OO3
m.5108,14-3-3 protein gamma OS=Gallus gallus GN=YWHAG PE=1 SV=1,212,174,233,210,194,276,206,133,169,167,179,169
m.900,DNA damage checkpoint protein rad24 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rad24 PE=1 SV=2,119,89,126,151,121,139,121,40,78,113,123,124
m.29219,14-3-3 protein zeta OS=Aedes aegypti GN=14-3-3zeta PE=2 SV=1,49,44,47,47,55,55,35,30,49,39,42,38
m.15022,14-3-3 protein epsilon OS=Drosophila melanogaster GN=14-3-3epsilon PE=1 SV=2,160,164,389,304,221,317,173,77,122,71,75,67
m.19033,14-3-3 protein beta/alpha-B OS=Danio rerio GN=ywhabb PE=2 SV=1,29,35,37,38,43,47,24,13,15,38,35,31
m.5025,14-3-3 protein epsilon OS=Drosophila melanogaster GN=14-3-3epsilon PE=1 SV=2,34,27,23,34,28,31,21,24,6,25,20,24
symbB1.EST_k37c20_6450|m.15307,symbB1.EST_k37c20_6450 g.15307  ORF symbB1.EST_k37c20_6450 g.15307 symbB1.EST_k37c20_6450 m.15307 type:3prime_partial len:249 (+) symbB1.EST_k37c20_6450:88-831(+),6,33,30,39,47,22,18,6,31,11,6,4
symbB1.EST_k37c20_18328|m.41616,symbB1.EST_k37c20_18328 g.41616  ORF symbB1.EST_k37c20_18328 g.41616 symbB1.EST_k37c20_18328 m.41616 type:complete len:239 (+) symbB1.EST_k37c20_18328:74-790(+),11,11,30,12,9,16,14,6,0,7,8,5
m.5113,40S ribosomal protein S4 OS=Ictalurus punctatus GN=rps4 PE=2 SV=3,12,14,6,14,9,5,18,19,5,20,13,17
m.5115,TOM1-like protein 2 OS=Mus musculus GN=Tom1l2 PE=2 SV=1,28,25,34,28,22,30,29,25,21,32,35,33
m.5142,m.5142,11,9,17,12,15,5,18,10,2,16,15,14
m.5186,Tropomyosin OS=Trichinella pseudospiralis PE=2 SV=1,272,239,226,236,216,239,179,113,193,186,190,181
m.519,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1 OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) GN=gpmI1 PE=3 SV=1",125,115,106,133,92,84,93,60,59,92,85,79
m.5191,Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1,6,4,7,12,14,1,8,5,5,24,24,21
m.13314,Glyoxalase domain-containing protein 4 OS=Rattus norvegicus GN=Glod4 PE=1 SV=1,14,13,14,7,5,7,14,12,23,15,16,13
m.5256,60S ribosomal protein L18 OS=Ixodes scapularis GN=RpL18 PE=2 SV=1,5,8,6,20,17,12,15,12,12,14,13,13
m.5270,Guanine nucleotide-binding protein G(s) subunit alpha OS=Homarus americanus PE=2 SV=1,2,5,4,3,5,3,3,5,0,11,12,8
m.5296,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Xenopus laevis GN=pdxdc1 PE=2 SV=1,0,3,2,2,3,2,2,0,3,0,0,0
m.5309,Myosin-10 OS=Mus musculus GN=Myh10 PE=1 SV=2,196,289,438,362,355,334,326,253,222,286,316,308
m.531,Phenylalanine--tRNA ligase beta subunit OS=Mus musculus GN=Farsb PE=2 SV=2,11,18,30,20,29,25,26,33,10,37,32,41
m.5328,Spliceosome RNA helicase DDX39B OS=Canis familiaris GN=DDX39B PE=3 SV=1,3,8,11,3,3,2,10,6,21,4,4,10
symbB1.EST_k37c20_745|m.1617,symbB1.EST_k37c20_745 g.1617  ORF symbB1.EST_k37c20_745 g.1617 symbB1.EST_k37c20_745 m.1617 type:5prime_partial len:448 (+) symbB1.EST_k37c20_745:2-1345(+),0,0,0,0,0,0,0,1,0,0,0,0
m.534,Hypothetical transporter OS=Rhodobacteraceae bacterium HTCC2150 GN=RB2150_00225 PE=4 SV=1,25,68,9,79,73,18,37,32,39,61,63,60
m.5347,Nucleoredoxin OS=Xenopus laevis GN=nxn PE=2 SV=1,33,57,27,30,50,45,39,21,25,54,56,56
m.5369,Xaa-Pro dipeptidase OS=Homo sapiens GN=PEPD PE=1 SV=3,31,35,21,21,32,9,42,15,37,46,46,47
m.13347,Lachesin OS=Schistocerca americana GN=LAC PE=1 SV=1,0,1,0,1,1,0,0,0,0,0,0,0
m.537,m.537,0,0,0,2,2,1,0,2,0,2,2,1
m.5401,m.5401,9,25,18,38,18,24,11,6,0,7,9,9
m.5407,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Sus scrofa GN=PPP2R1A PE=2 SV=2,31,35,48,31,37,30,48,25,32,36,41,35
m.5425,Argininosuccinate synthase OS=Danio rerio GN=ass1 PE=2 SV=1,13,38,41,45,41,47,36,53,41,58,52,55
m.5463,Alpha-actinin-1 OS=Bos taurus GN=ACTN1 PE=2 SV=1,206,340,317,319,383,396,293,185,294,235,228,228
m.5484,Sodium/myo-inositol cotransporter 2 OS=Mus musculus GN=Slc5a11 PE=2 SV=1,1,4,0,2,3,0,1,4,0,1,0,0
m.5486,40S ribosomal protein S27 OS=Homarus americanus GN=RPS27 PE=3 SV=2,0,0,2,2,1,1,2,5,3,5,3,5
m.5510,m.5510,11,13,17,22,14,23,21,14,2,23,20,20
m.5513,m.5513,8,6,13,12,11,7,12,8,4,12,16,13
m.13356,Fucose-1-phosphate guanylyltransferase OS=Homo sapiens GN=FPGT PE=1 SV=2,0,0,1,2,0,0,0,0,0,0,0,0
m.5537,m.5537,0,0,0,0,0,0,1,0,1,0,0,0
m.5538,Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1,93,90,64,48,75,69,58,46,101,61,58,55
m.9135,Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1,42,27,16,34,21,11,17,21,16,18,13,16
m.5582,Phosphomannomutase OS=Oryza sativa subsp. japonica GN=PMM PE=2 SV=2,9,23,16,22,15,14,22,16,23,20,16,15
m.5611,m.5611,89,104,79,45,151,110,62,43,48,91,103,102
m.5619,m.5619,5,6,10,12,8,5,6,6,5,6,5,6
m.5634,m.5634,99,76,61,67,63,95,52,31,72,62,75,66
m.3654,m.3654,0,7,0,0,0,0,12,0,21,12,7,16
symbB1.EST_k37c20_38570|m.78248,symbB1.EST_k37c20_38570 g.78248  ORF symbB1.EST_k37c20_38570 g.78248 symbB1.EST_k37c20_38570 m.78248 type:5prime_partial len:100 (-) symbB1.EST_k37c20_38570:54-353(-),0,0,0,0,0,0,3,0,0,0,0,0
m.5644,"Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1",23,20,23,26,11,15,36,34,25,35,28,31
m.5664,Tropomyosin-1 OS=Schistosoma mansoni PE=2 SV=1,45,70,47,46,51,44,43,20,34,45,48,50
m.5689,RAC-gamma serine/threonine-protein kinase OS=Homo sapiens GN=AKT3 PE=1 SV=1,0,4,0,2,2,0,2,8,2,3,4,6
m.12970,Mitogen-activated protein kinase 1 OS=Rattus norvegicus GN=Mapk1 PE=1 SV=3,11,15,22,18,22,16,18,13,12,12,10,15
m.13371,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2",9,7,20,27,17,17,27,22,10,18,13,15
m.5712,Urease accessory protein G OS=Arabidopsis thaliana GN=UREG PE=2 SV=1,3,0,1,4,0,1,6,6,3,9,6,6
m.5746,Histone H2A.V (Fragment) OS=Strongylocentrotus purpuratus GN=H2A.F/Z PE=1 SV=1,16,16,12,24,14,37,28,14,14,16,14,18
m.5752,Cytosolic purine 5_-nucleotidase OS=Mus musculus GN=Nt5c2 PE=1 SV=2,0,0,1,0,0,1,0,1,0,0,0,0
m.580,Cathepsin Z OS=Bos taurus GN=CTSZ PE=2 SV=2,66,66,65,54,57,62,55,41,68,57,47,51
symbB1.EST_k37c20_8064|m.18902,symbB1.EST_k37c20_8064 g.18902  ORF symbB1.EST_k37c20_8064 g.18902 symbB1.EST_k37c20_8064 m.18902 type:5prime_partial len:416 (+) symbB1.EST_k37c20_8064:2-1249(+),2,2,0,2,1,1,3,0,1,1,0,0
m.5839,Predicted protein OS=Nematostella vectensis GN=v1g241481 PE=4 SV=1,0,1,0,0,0,0,0,0,0,1,4,2
m.5859,Protein lin-7 homolog B OS=Mus musculus GN=Lin7b PE=1 SV=2,18,20,10,22,16,23,19,17,10,14,12,14
m.5892,60S ribosomal protein L30 OS=Branchiostoma belcheri GN=RPL30 PE=3 SV=1,19,16,23,32,26,22,25,21,8,21,21,22
m.5919,Stimulator of interferon genes protein OS=Gallus gallus GN=TMEM173 PE=3 SV=1,0,0,0,0,0,0,0,0,0,1,1,0
m.5947,T-complex protein 1 subunit alpha OS=Bos taurus GN=TCP1 PE=1 SV=1,4,5,3,6,4,1,2,9,2,9,8,6
m.5961,"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4",52,91,72,101,110,71,74,63,71,105,99,100
symbB1.EST_k37c20_9496|m.22100,symbB1.EST_k37c20_9496 g.22100  ORF symbB1.EST_k37c20_9496 g.22100 symbB1.EST_k37c20_9496 m.22100 type:complete len:2133 (-) symbB1.EST_k37c20_9496:216-6614(-),0,0,0,0,0,0,0,2,0,0,1,0
m.13002,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3",0,0,0,0,0,0,0,0,1,2,2,2
symbB1.EST_k37c20_9115|m.21230,symbB1.EST_k37c20_9115 g.21230  ORF symbB1.EST_k37c20_9115 g.21230 symbB1.EST_k37c20_9115 m.21230 type:5prime_partial len:2162 (+) symbB1.EST_k37c20_9115:2-6487(+),0,0,4,8,0,6,0,3,0,3,3,3
m.1027,Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1,0,0,0,0,0,0,2,0,0,1,0,1
m.1339,Isocitrate lyase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=aceA PE=3 SV=1,23,21,27,48,14,11,18,23,34,20,18,16
m.5989,Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4,2,0,0,0,0,0,0,0,0,0,1,0
m.6006,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",234,260,265,298,282,268,231,155,171,167,162,151
m.6025,Cell division control protein 42 homolog OS=Rattus norvegicus GN=Cdc42 PE=1 SV=2,12,22,12,34,13,6,36,38,17,41,25,15
m.19360,m.19360,10,8,10,8,9,13,7,4,4,7,9,11
m.604,m.604,6,12,15,14,20,12,14,10,12,9,8,9
m.6106,Protein scribble homolog OS=Danio rerio GN=scrib PE=1 SV=1,9,11,6,9,4,2,8,1,4,6,9,8
m.612,78 kDa glucose-regulated protein OS=Bos taurus GN=HSPA5 PE=2 SV=1,87,83,114,123,94,189,139,103,117,142,148,154
m.8917,Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1,163,167,207,236,140,217,180,100,95,175,177,172
m.20930,Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1,74,103,100,128,109,125,93,86,69,107,111,103
m.5120,"Stress-70 protein, mitochondrial OS=Bos taurus GN=HSPA9 PE=2 SV=1",99,117,63,91,103,66,120,73,109,110,102,102
symbB1.EST_k37c20_1567|m.3635,symbB1.EST_k37c20_1567 g.3635  ORF symbB1.EST_k37c20_1567 g.3635 symbB1.EST_k37c20_1567 m.3635 type:complete len:725 (-) symbB1.EST_k37c20_1567:298-2472(-),21,36,18,17,17,17,38,14,18,20,17,15
symbB1.EST_k37c20_7518|m.17649,symbB1.EST_k37c20_7518 g.17649  ORF symbB1.EST_k37c20_7518 g.17649 symbB1.EST_k37c20_7518 m.17649 type:3prime_partial len:649 (+) symbB1.EST_k37c20_7518:63-2006(+),2,1,4,2,2,1,1,0,2,2,0,0
m.7437,m.7437,0,0,0,0,0,0,0,0,2,2,0,0
symbB1.EST_k37c20_680|m.1491,symbB1.EST_k37c20_680 g.1491  ORF symbB1.EST_k37c20_680 g.1491 symbB1.EST_k37c20_680 m.1491 type:complete len:353 (+) symbB1.EST_k37c20_680:66-1124(+),2,4,6,2,5,0,8,8,1,4,4,4
symbB1.EST_k37c20_15591|m.35544,symbB1.EST_k37c20_15591 g.35544  ORF symbB1.EST_k37c20_15591 g.35544 symbB1.EST_k37c20_15591 m.35544 type:5prime_partial len:702 (+) symbB1.EST_k37c20_15591:2-2107(+),5,13,9,7,7,8,9,7,1,12,11,10
symbB1.EST_k37c20_679|m.1487,symbB1.EST_k37c20_679 g.1487  ORF symbB1.EST_k37c20_679 g.1487 symbB1.EST_k37c20_679 m.1487 type:complete len:246 (+) symbB1.EST_k37c20_679:1228-1965(+),1,5,4,3,3,2,3,2,3,2,1,4
symbB1.EST_k37c20_16510|m.37627,symbB1.EST_k37c20_16510 g.37627  ORF symbB1.EST_k37c20_16510 g.37627 symbB1.EST_k37c20_16510 m.37627 type:internal len:711 (+) symbB1.EST_k37c20_16510:3-2132(+),0,0,0,1,0,0,0,0,2,0,0,0
m.616,Trypsin-2 (Fragment) OS=Salmo salar PE=2 SV=1,4,40,11,18,24,18,14,20,15,15,13,12
m.6174,Peroxiredoxin-1 OS=Gallus gallus GN=PRDX1 PE=1 SV=1,209,156,281,276,175,287,174,105,102,112,115,111
m.17739,Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1,5,9,7,5,5,6,9,12,11,17,14,15
m.6180,Heat shock protein HSP 90-alpha 1 OS=Danio rerio GN=hsp90a.1 PE=1 SV=3,91,107,116,78,129,156,91,96,110,114,109,110
symbB1.EST_k37c20_3735|m.8908,symbB1.EST_k37c20_3735 g.8908  ORF symbB1.EST_k37c20_3735 g.8908 symbB1.EST_k37c20_3735 m.8908 type:5prime_partial len:705 (-) symbB1.EST_k37c20_3735:137-2251(-),4,2,6,3,10,7,10,1,4,10,5,9
m.19611,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3",1,0,0,1,0,0,2,0,1,1,2,2
m.13393,Deoxyhypusine hydroxylase OS=Danio rerio GN=dohh PE=2 SV=1,0,0,0,0,0,0,1,0,0,0,0,0
m.6192,Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1,8,18,83,20,24,31,49,33,34,37,37,40
m.6203,Ubiquitin-conjugating enzyme E2 N OS=Pongo abelii GN=UBE2N PE=2 SV=1,15,41,35,37,41,41,43,20,37,28,28,26
m.6233,"Superoxide dismutase [Mn], mitochondrial OS=Pongo pygmaeus GN=SOD2 PE=2 SV=3",35,24,8,5,18,1,16,4,16,15,10,10
m.8921,Protein kinase C-like 1B OS=Caenorhabditis elegans GN=pkc-1 PE=2 SV=2,0,0,0,0,1,0,0,0,0,0,2,2
m.637,Splicing factor 3A subunit 1 OS=Bos taurus GN=SF3A1 PE=2 SV=1,2,6,10,3,1,8,7,4,6,10,8,9
m.6370,m.6370,30,46,44,45,45,52,44,39,61,27,33,32
m.6408,Protein FAM172A OS=Gallus gallus GN=FAM172A PE=2 SV=1,4,2,4,4,3,5,0,4,6,0,0,0
m.6463,Titin OS=Mus musculus GN=Ttn PE=1 SV=1,16,21,20,23,23,23,11,13,14,26,11,20
m.19708,Mitogen-activated protein kinase 14 OS=Rattus norvegicus GN=Mapk14 PE=2 SV=3,4,2,8,5,1,3,13,4,12,7,9,7
m.9401,Stress-activated protein kinase JNK OS=Drosophila melanogaster GN=bsk PE=1 SV=1,0,0,0,1,1,0,0,0,0,0,0,0
symbB1.EST_k37c20_17248|m.39277,symbB1.EST_k37c20_17248 g.39277  ORF symbB1.EST_k37c20_17248 g.39277 symbB1.EST_k37c20_17248 m.39277 type:5prime_partial len:2528 (+) symbB1.EST_k37c20_17248:1-7584(+),0,0,0,0,0,0,2,0,1,0,0,0
symbB1.EST_k37c20_27044|m.58980,symbB1.EST_k37c20_27044 g.58980  ORF symbB1.EST_k37c20_27044 g.58980 symbB1.EST_k37c20_27044 m.58980 type:complete len:2203 (-) symbB1.EST_k37c20_27044:255-6863(-),0,0,0,0,0,0,0,0,1,0,0,0
m.13423,Polypyrimidine tract-binding protein 2 OS=Rattus norvegicus GN=Ptbp2 PE=2 SV=1,1,6,12,10,6,6,14,8,10,6,6,6
m.6490,Predicted protein OS=Nematostella vectensis GN=v1g240575 PE=4 SV=1,2,0,3,5,0,7,25,8,1,30,33,38
m.6524,"60 kDa heat shock protein, mitochondrial OS=Cricetulus griseus GN=HSPD1 PE=2 SV=1",107,109,94,128,112,93,94,79,111,82,83,91
m.6534,Tat-linked quality control protein TatD OS=Edwardsiella tarda (strain EIB202) GN=tatD PE=3 SV=1,0,3,3,4,3,2,1,1,1,1,1,0
m.12730,NADH-cytochrome b5 reductase 1 OS=Bos taurus GN=CYB5R1 PE=2 SV=1,0,0,1,1,0,0,3,0,0,1,0,0
m.657,Beta-galactosidase OS=Bos taurus GN=GLB1 PE=2 SV=1,42,35,50,46,36,47,17,26,25,10,11,11
m.13436,Beta-galactosidase OS=Mus musculus GN=Glb1 PE=2 SV=1,36,25,20,22,13,22,20,10,26,13,10,8
m.4991,Beta-galactosidase OS=Bos taurus GN=GLB1 PE=2 SV=1,0,0,0,1,0,0,1,0,2,0,0,0
m.6593,Sodium/potassium-transporting ATPase subunit alpha OS=Drosophila melanogaster GN=Atpalpha PE=1 SV=3,21,26,20,23,33,12,21,17,24,30,31,34
m.6614,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2,6,7,1,8,6,2,5,5,1,3,4,4
m.6438,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_120670 PE=4 SV=1,0,0,0,0,1,0,0,0,0,0,0,0
m.6627,"Myosin heavy chain, striated muscle OS=Argopecten irradians PE=1 SV=1",452,618,1142,781,721,787,577,541,638,517,511,492
m.6688,V-type proton ATPase subunit C OS=Manduca sexta PE=2 SV=1,1,11,10,4,4,5,9,6,5,8,10,9
m.6705,"Methylmalonyl-CoA mutase, mitochondrial OS=Bos taurus GN=MUT PE=2 SV=1",13,46,20,61,54,21,37,58,42,57,44,46
m.6724,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2",25,65,73,115,116,82,84,81,49,75,58,54
m.673,m.673,0,0,1,1,3,1,3,1,1,0,1,1
m.6777,Sorting nexin-5 OS=Rattus norvegicus GN=Snx5 PE=1 SV=1,2,5,3,5,3,2,4,5,6,3,2,2
m.6868,AP-2 complex subunit alpha-2 OS=Rattus norvegicus GN=Ap2a2 PE=1 SV=3,12,22,30,52,39,9,40,40,17,28,17,18
m.6949,"Methylmalonyl-CoA epimerase, mitochondrial OS=Mus musculus GN=Mcee PE=1 SV=1",0,1,1,3,1,2,0,0,8,2,0,1
m.6977,Erlin-2-B OS=Xenopus laevis GN=erlin2-b PE=2 SV=1,4,6,5,9,5,5,12,10,3,11,11,12
m.6999,Centrin-1 OS=Bos taurus GN=CETN1 PE=2 SV=1,1,0,2,3,0,3,5,1,0,0,1,3
m.7005,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1,19,64,104,94,80,45,79,35,61,40,37,33
m.17582,Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2,1,4,5,9,6,4,10,3,6,6,4,4
m.7079,Follistatin-related protein 1 OS=Mus musculus GN=Fstl1 PE=1 SV=2,0,1,0,1,1,0,2,1,0,0,1,0
m.13427,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide OS=Mus musculus GN=Dapp1 PE=1 SV=1,0,1,3,0,0,2,0,0,0,2,1,2
m.7140,m.7140,2,24,21,5,7,7,15,7,26,12,13,10
m.22424,Chymotrypsinogen B OS=Bos taurus PE=1 SV=1,1,3,10,9,5,1,6,1,1,3,0,1
m.2600,Chymotrypsinogen B OS=Bos taurus PE=1 SV=1,3,6,5,5,6,7,1,5,4,2,2,2
m.7159,Dystrophin OS=Sus scrofa GN=DMD PE=1 SV=1,1,1,6,6,6,2,10,4,5,4,5,2
m.7183,Tyrosine-protein kinase SRK2 (Fragment) OS=Spongilla lacustris GN=SRK2 PE=2 SV=1,1,2,2,0,3,3,2,1,1,3,0,0
m.12482,Ephrin type-A receptor 6 OS=Rattus norvegicus GN=Epha6 PE=2 SV=2,1,0,0,0,0,0,2,1,0,3,6,5
m.7209,Retinol dehydrogenase 14 OS=Mus musculus GN=Rdh14 PE=2 SV=1,1,1,1,2,1,1,1,1,0,0,0,0
m.24285,Retinol dehydrogenase 14 OS=Homo sapiens GN=RDH14 PE=1 SV=1,0,0,0,0,0,1,0,1,0,0,0,0
m.7262,Melanotransferrin OS=Oryctolagus cuniculus GN=Mfi2 PE=2 SV=1,49,63,85,54,64,132,53,61,17,75,77,76
m.7304,m.7304,0,3,0,0,0,0,0,0,0,0,0,0
m.7374,Mitochondrial-processing peptidase subunit beta OS=Bos taurus GN=PMPCB PE=2 SV=1,10,8,8,16,9,11,16,14,14,14,14,17
m.738,Profilin OS=Clypeaster japonicus PE=1 SV=2,57,92,117,147,104,116,86,99,41,43,48,44
m.7404,Protein disulfide-isomerase 2 OS=Caenorhabditis elegans GN=pdi-2 PE=1 SV=1,430,386,396,410,399,547,338,222,411,307,328,332
m.30396,Protein disulfide-isomerase A3 OS=Pongo abelii GN=PDIA3 PE=2 SV=1,100,83,110,127,112,152,89,93,92,107,110,114
m.4978,Protein disulfide-isomerase like 2-1 OS=Arabidopsis thaliana GN=PDIL2-1 PE=1 SV=1,139,176,232,161,199,298,155,108,135,148,160,163
m.17466,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,43,48,38,46,44,40,32,15,36,54,50,46
m.6603,Protein disulfide-isomerase A5 OS=Mus musculus GN=Pdia5 PE=2 SV=1,4,2,6,7,3,6,11,7,4,11,14,13
m.26426,Protein disulfide-isomerase A5 OS=Mus musculus GN=Pdia5 PE=2 SV=1,0,0,0,1,1,0,0,0,0,0,0,0
m.7527,Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4,22,6,27,26,7,21,12,13,4,10,9,11
m.13442,Predicted protein OS=Nematostella vectensis GN=v1g233699 PE=4 SV=1,2,15,0,2,10,2,0,0,0,7,4,5
m.7592,Dipeptidyl peptidase 1 (Fragment) OS=Canis familiaris GN=CTSC PE=1 SV=1,52,47,38,59,29,35,60,47,50,50,50,44
m.7595,Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1,85,156,227,171,106,182,133,86,109,139,134,135
m.760,m.760,1,2,2,3,4,0,2,3,0,4,0,0
m.7667,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Gallus gallus GN=SDHB PE=1 SV=1",14,24,23,35,26,19,16,20,17,39,35,38
symbB1.EST_k37c20_14209|m.32494,symbB1.EST_k37c20_14209 g.32494  ORF symbB1.EST_k37c20_14209 g.32494 symbB1.EST_k37c20_14209 m.32494 type:5prime_partial len:290 (-) symbB1.EST_k37c20_14209:111-980(-),0,0,0,1,1,0,0,0,2,0,0,0
m.77,Alpha-adducin OS=Rattus norvegicus GN=Add1 PE=2 SV=2,113,89,95,113,95,139,118,71,76,134,141,142
m.7741,m.7741,184,351,211,235,341,257,212,150,230,191,205,201
m.7866,Coiled-coil domain-containing protein 22 homolog OS=Nematostella vectensis GN=v1g180167 PE=3 SV=1,1,0,1,2,2,1,1,1,0,0,0,0
m.787,Multifunctional protein ADE2 OS=Gallus gallus GN=AIRC PE=2 SV=1,54,97,46,48,125,55,52,59,71,43,35,43
m.7945,Retinol dehydrogenase 10-B OS=Danio rerio GN=rdh10b PE=2 SV=2,0,3,1,2,3,4,5,0,0,6,5,3
m.81,UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus GN=Uap1 PE=1 SV=1,5,7,18,7,9,18,21,17,20,30,29,28
m.13443,Gelsolin-like protein 1 OS=Lumbricus terrestris GN=AM PE=1 SV=1,26,95,43,35,100,70,47,34,84,24,24,24
m.8342,Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2,86,106,107,113,117,82,68,76,73,87,87,83
m.6361,Endoplasmic reticulum aminopeptidase 2 OS=Homo sapiens GN=ERAP2 PE=1 SV=2,22,39,24,28,25,13,35,31,27,48,46,40
m.858,"Glutamate dehydrogenase, mitochondrial OS=Chaenocephalus aceratus GN=glud1 PE=1 SV=1",2,3,7,6,7,5,6,2,8,9,7,7
m.8669,m.8669,6,2,3,7,5,7,1,2,0,1,3,2
m.8885,Extended synaptotagmin-2 OS=Mus musculus GN=Esyt2 PE=1 SV=1,15,22,25,21,25,18,19,15,7,38,37,40
m.8903,m.8903,21,0,27,23,19,24,62,0,71,26,27,29
m.644,ADP-ribosylation factor 1 OS=Rattus norvegicus GN=Arf1 PE=1 SV=2,53,28,13,16,20,12,21,27,7,21,13,15
m.401,ADP-ribosylation factor 1-like 2 OS=Caenorhabditis briggsae GN=arf-1.2 PE=3 SV=3,21,43,27,23,19,24,0,39,0,26,27,29
m.32417,ADP-ribosylation factor 4 OS=Bos taurus GN=ARF4 PE=2 SV=3,9,5,10,4,3,6,7,9,19,0,2,2
symbB1.EST_k37c20_8089|m.18965,symbB1.EST_k37c20_8089 g.18965  ORF symbB1.EST_k37c20_8089 g.18965 symbB1.EST_k37c20_8089 m.18965 type:complete len:182 (+) symbB1.EST_k37c20_8089:79-624(+),0,0,0,1,0,0,0,0,1,0,0,0
m.6185,ADP-ribosylation factor 6 OS=Rattus norvegicus GN=Arf6 PE=1 SV=2,0,2,2,3,1,1,1,3,0,2,2,2
m.17967,ADP-ribosylation factor 6 OS=Gallus gallus GN=ARF6 PE=2 SV=3,0,2,2,3,1,1,1,3,0,2,2,2
m.8932,Coatomer subunit delta OS=Bos taurus GN=ARCN1 PE=1 SV=1,12,17,21,19,15,24,15,15,5,17,20,19
m.8978,GMP reductase 2 OS=Homo sapiens GN=GMPR2 PE=1 SV=1,0,2,5,5,0,0,2,4,0,6,5,5
m.8982,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10028476 PE=4 SV=1,24,16,26,19,12,30,22,5,5,37,37,39
m.9045,Dystroglycan OS=Mus musculus GN=Dag1 PE=1 SV=4,2,0,1,4,0,0,1,0,0,0,0,0
m.13444,Neutral and basic amino acid transport protein rBAT OS=Rattus norvegicus GN=Slc3a1 PE=1 SV=1,9,6,5,14,14,10,9,2,6,20,15,16
m.9052,Equistatin OS=Actinia equina PE=1 SV=1,13,21,12,16,10,14,4,11,1,5,7,7
m.9089,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2,11,2,21,11,0,16,7,9,7,9,9,9
m.6659,Lactadherin OS=Rattus norvegicus GN=Mfge8 PE=2 SV=1,0,2,0,0,6,0,0,0,1,0,0,0
m.9167,mRNA cap guanine-N7 methyltransferase OS=Macaca fascicularis GN=RNMT PE=2 SV=1,13,20,18,14,10,16,21,24,26,25,24,22
m.9178,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,1,1,0,2,0,0,2,1,1,1,1,1
m.918,UDP-glucose 4-epimerase OS=Pongo abelii GN=GALE PE=2 SV=1,23,52,68,62,51,41,48,33,66,39,47,45
m.9188,MAP kinase-activated protein kinase 2 OS=Mus musculus GN=Mapkapk2 PE=1 SV=2,0,3,3,2,3,1,4,6,0,3,1,2
m.925,Transitional endoplasmic reticulum ATPase OS=Xenopus laevis GN=vcp PE=1 SV=3,58,89,74,89,96,82,100,108,73,126,131,120
